@relation 'AT: deneme-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R72-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute '0.292curb-weight+0.264length+0.261width+0.26 engine-size-0.254highway-mpg...' numeric
@attribute 0.275height+0.273fuel-system=idi-0.273fuel=gas+0.263compress-ratio-0.256symbol... numeric
@attribute 0.329engine-type=ohcf+0.313brand=subaru-0.312stroke-0.231no-of-cylinder=two-0.231engine-type=rotor... numeric
@attribute -0.324no-of-cylinder=two-0.324engine-type=rotor-0.305fuel-system=4bbl+0.279engine-type=ohc-0.233engine-type=ohcf... numeric
@attribute 0.266brand=porsche+0.251engine-location=rear-0.245engine-type=rotor-0.245no-of-cylinder=two+0.236compress-ratio... numeric
@attribute -0.38fuel-system=spdi-0.365aspiration=turbo-0.317brand=mitsubishi+0.241no-of-cylinder=six-0.185no-of-cylinder=four... numeric
@attribute -0.352engine-type=l-0.341brand=peugot+0.311no-of-cylinder=five+0.286brand=mercedes-benz-0.222no-of-cylinder=four... numeric
@attribute -0.346brand=honda-0.344fuel-system=1bbl+0.302fuel-system=2bbl-0.288engine-location=rear-0.283peak-rpm... numeric
@attribute -0.389fuel-system=1bbl-0.383brand=honda-0.313no-of-cylinder=eight+0.218brand=audi+0.215body-style=sedan... numeric
@attribute 0.367brand=audi+0.303no-of-cylinder=five+0.288no-of-cylinder=three+0.267engine-type=l-0.252brand=volvo... numeric
@attribute 0.366engine-type=dohc+0.352brand=alfa-romero+0.275body-style=convertible-0.256brand=porsche+0.232brand=toyota... numeric
@attribute -0.368brand=jaguar-0.318no-of-cylinder=twelve+0.237no-of-cylinder=eight+0.224brand=toyota-0.222body-style=sedan... numeric
@attribute 0.306brand=volkswagen+0.275no-of-cylinder=eight-0.269brand=toyota+0.267brand=saab+0.223body-style=sedan... numeric
@attribute 0.513brand=isuzu+0.462fuel-system=spfi-0.278body-style=wagon-0.249brand=nissan+0.247body-style=sedan... numeric
@attribute -0.374brand=chevrolet-0.337no-of-cylinder=three+0.337brand=nissan-0.274brand=jaguar-0.245no-of-cylinder=twelve... numeric
@attribute '0.306fuel-system=spdi-0.268brand=dodge-0.258fuel-system=mfi-0.254brand=jaguar+0.25 brand=alfa-romero...' numeric
@attribute -0.552brand=dodge-0.516fuel-system=mfi-0.264brand=volvo+0.243brand=toyota-0.211aspiration=turbo... numeric
@attribute -0.359brand=bmw+0.299body-style=wagon+0.287body-style=convertible-0.278brand=saab-0.249body-style=hatchback... numeric
@attribute -0.372fuel-system=spfi-0.316brand=saab-0.27brand=isuzu-0.26brand=nissan+0.213brand=dodge... numeric
@attribute 0.556engine-type=dohcv-0.403body-style=hardtop+0.225engine-type=dohc-0.201brand=mercedes-benz-0.183no-of-cylinder=twelve... numeric
@attribute -0.447brand=renault+0.417brand=saab-0.352brand=volkswagen+0.274engine-type=dohc-0.237brand=bmw... numeric
@attribute 0.361brand=mercury+0.309no-of-cylinder=twelve+0.294brand=volvo-0.279brand=renault-0.251stroke... numeric
@attribute -0.68brand=plymouth-0.303brand=bmw+0.268brand=toyota+0.247brand=mitsubishi-0.217brand=saab... numeric
@attribute -0.419brand=volkswagen+0.386brand=mazda-0.288brand=plymouth+0.275brand=renault-0.262brand=toyota... numeric
@attribute 0.487brand=renault+0.345brand=plymouth-0.255body-style=wagon-0.242brand=bmw-0.218brand=mitsubishi... numeric
@attribute -0.724brand=mercury+0.294brand=volvo-0.22brand=volkswagen+0.213brand=renault+0.213brand=saab... numeric
@attribute '0.32 brand=mazda+0.289fuel-system=mfi-0.289brand=dodge-0.264brand=mercury-0.254body-style=wagon...' numeric
@attribute -0.402brand=nissan-0.296fuel-system=mfi+0.269brand=dodge-0.267engine-to-whell=4wd+0.259body-style=hatchback... numeric
@attribute -0.346brand=toyota+0.299engine-type=dohc+0.262brand=volkswagen+0.237normalized-loses+0.216brand=volvo... numeric
@attribute -0.616engine-to-whell=4wd-0.324brand=mazda+0.235engine-to-whell=fwd+0.195brand=subaru+0.175no-of-cylinder=five... numeric
@attribute -0.488body-style=hardtop-0.469brand=alfa-romero+0.377body-style=convertible-0.219brand=mazda+0.205fuel-system=mfi... numeric
@attribute -0.472fuel-system=mfi+0.343brand=dodge+0.297body-style=convertible+0.264fuel-system=spfi+0.261brand=nissan... numeric
@attribute 0.438brand=mazda+0.278body-style=wagon-0.24fuel-system=2bbl+0.223fuel-system=spfi+0.216normalized-loses... numeric
@attribute 0.367brand=isuzu-0.357fuel-system=spfi+0.316aspiration=turbo-0.273brand=mitsubishi+0.219brand=mazda... numeric
@attribute '-0.384brand=chevrolet+0.355brand=isuzu+0.348no-of-cylinder=three-0.331fuel-system=spfi+0.23 brand=audi...' numeric
@attribute '-0.57brand=chevrolet+0.514no-of-cylinder=three-0.248brand=isuzu+0.24 fuel-system=spfi-0.185brand=audi...' numeric
@attribute price numeric

@data
2.674823,-0.944636,0.081232,0.97857,-0.320226,2.300622,-1.196982,0.203525,2.188861,-0.556876,-1.485426,-0.324704,-1.427537,0.526683,1.930696,1.232165,-0.075202,-2.978453,1.228414,-0.403294,-1.770726,-0.825356,-1.680194,0.152079,-1.279312,0.879526,-0.696931,-0.346944,-0.192315,0.416409,-0.19608,0.084927,-0.210759,0.243984,0.457287,-0.038184,20970
2.810748,-0.431379,0.374407,1.012037,-0.727864,2.396684,-1.138148,0.204072,2.296709,-0.62897,-1.653728,-0.508634,-1.261831,0.427275,1.854858,1.339954,-0.122107,-2.690362,1.36069,-0.178093,-1.616421,-1.144193,-1.653574,0.110947,-1.241655,0.631704,-0.770146,-0.171432,-0.487389,0.378871,-0.262601,0.081466,-0.011584,-0.051096,0.476857,0.004388,21105
3.628897,0.053199,0.586464,1.068816,-1.025668,2.096262,-0.657425,0.074518,1.980862,-0.838785,-1.285036,-0.324179,-1.149061,0.196081,1.39533,1.361685,-0.025972,-2.548121,0.869154,-0.292987,-1.411042,-1.406043,-1.767736,0.343301,-1.735175,0.432688,-0.370597,-0.216912,-0.79762,0.648907,-0.436896,0.251166,-0.606264,-0.166251,0.340346,-0.016824,24565
4.797734,-0.773316,0.654189,1.695435,-1.484564,1.829527,-0.572776,-0.534898,1.619879,-1.132401,-1.727793,-0.740326,-1.145181,0.135165,1.058578,1.368447,-0.306963,-2.212289,0.758624,-0.036028,-1.238538,-1.42128,-1.696405,0.355494,-1.405599,0.278924,-0.59735,-0.498095,-0.520396,0.599202,-0.276495,0.374209,-0.242319,0.191499,-0.151238,-0.063172,30760
4.93371,-1.423105,0.204585,1.729985,-1.021786,1.630294,-0.611017,-0.413285,1.499025,-1.07988,-1.529594,-0.655701,-1.2987,0.340837,1.073308,1.206465,-0.25977,-2.468423,0.710825,-0.226195,-1.42219,-1.106002,-1.657758,0.457633,-1.297971,0.603825,-0.495853,-0.589894,-0.205671,0.79701,-0.174053,0.371408,-0.429172,0.336481,-0.178082,-0.203468,41315
5.990573,-0.34007,0.488965,1.856234,-1.853368,1.559904,-0.462627,-0.473947,1.398346,-1.028902,-1.776076,-0.586225,-1.003756,0.116293,0.950545,1.163348,-0.12465,-2.313865,0.721662,-0.034543,-1.170814,-1.454726,-1.744637,0.535219,-1.503135,0.28273,-0.340227,-0.296348,-0.236355,0.811862,-0.184044,0.321766,-0.459124,-0.045505,-0.247714,-0.131125,36880
-6.698002,-0.476617,-0.07139,-3.256061,3.589653,3.723348,-3.009248,2.589589,-2.322427,8.40755,-5.104616,1.717523,-5.076126,-0.150407,-7.624582,4.742038,-2.09487,-0.968343,-3.098337,-1.767016,-0.53647,-2.28233,0.127249,-0.247192,-0.01915,-0.404846,0.479364,-1.219755,-0.212912,-0.359952,-0.212502,0.516647,1.152012,0.451248,2.354952,3.22899,5151
-4.941112,-0.446929,0.02619,-0.357441,1.267046,1.307586,-0.349301,1.354172,-1.007569,1.941063,-1.608325,1.116563,-1.894277,0.061871,-3.324209,1.594704,-0.868281,-0.474091,-1.128834,-0.555936,-0.085035,-0.111425,-0.226527,0.37015,-0.09233,0.263593,-0.094511,-0.1936,0.398777,0.332632,0.240044,-0.054721,-0.896702,-0.835972,-3.341824,-4.819922,6295
-4.418138,1.111577,0.920075,-0.045185,0.294585,2.152906,-0.024011,1.19291,-0.31222,1.560369,-2.212613,0.290328,-1.080916,0.522782,-3.639911,2.240862,-1.014189,0.29053,-0.455095,-0.630204,0.413446,-0.741248,0.194318,0.34504,0.426235,-0.394155,-0.631563,-0.600432,-0.457889,0.230292,0.031863,-0.16129,-0.372836,-1.098471,-3.486453,-4.581352,6575
-4.661386,-0.881472,-0.465567,0.431076,0.664258,0.023297,-0.137728,0.877512,-0.223616,0.147837,-0.448241,0.554305,-0.178153,-0.243373,-0.008324,-1.68686,-2.609967,-0.066458,1.215408,0.280878,0.450309,0.253237,-0.141514,-0.360893,-0.230901,0.595918,-1.465927,1.939363,1.059607,-0.310557,-0.69788,1.407955,-0.484491,-0.285713,0.388638,-0.156685,5572
-4.326474,-1.070027,-0.443806,0.470806,0.474477,-0.176371,-0.128111,0.848726,-0.185591,0.1434,-0.410953,0.544949,-0.145955,-0.267765,0.070539,-1.696022,-2.623057,-0.014479,1.211652,0.231332,0.485643,0.209868,-0.171531,-0.342884,-0.311399,0.560168,-1.43444,1.92766,0.980527,-0.355112,-0.762924,1.471102,-0.530651,-0.213261,0.27375,-0.057006,6377
-2.339935,-1.599933,-0.876237,1.117026,0.172961,-1.57452,-0.548746,-0.194007,0.114479,0.299961,0.091477,0.263359,-0.041852,-0.415006,-0.198918,-1.336743,-3.323225,-0.410774,0.529107,0.150435,0.241304,0.21073,0.207901,-0.910467,0.089605,0.290534,-1.299659,1.883455,0.022816,-0.661208,-1.506778,2.34228,-0.056804,0.855297,0.277961,-0.435257,7957
-4.134568,-0.729088,-0.324892,0.515174,0.116252,-0.081705,-0.280585,0.904192,0.073357,0.24564,-0.717519,0.353088,0.074486,-0.294935,0.204526,-1.688418,-2.625431,0.172314,1.475606,0.455601,0.580951,-0.038979,-0.147463,-0.440705,-0.145008,0.40601,-1.598558,2.092112,0.907253,-0.486487,-0.690945,1.365241,-0.125321,-0.575262,0.355523,-0.011621,6229
-3.812946,0.000238,0.066428,0.751933,-0.262299,0.596665,-0.160558,0.740627,0.853563,0.157655,-1.185087,-0.24722,0.861331,0.313704,0.122971,-1.259873,-2.662627,0.547071,2.019696,0.070166,0.867931,-0.333627,0.216207,-0.49932,0.357119,0.04436,-2.087828,1.396325,0.500615,-0.642965,-0.695807,1.207588,0.31422,-0.660956,0.324966,0.15562,6692
-3.812946,0.000238,0.066428,0.751933,-0.262299,0.596665,-0.160558,0.740627,0.853563,0.157655,-1.185087,-0.24722,0.861331,0.313704,0.122971,-1.259873,-2.662627,0.547071,2.019696,0.070166,0.867931,-0.333627,0.216207,-0.49932,0.357119,0.04436,-2.087828,1.396325,0.500615,-0.642965,-0.695807,1.207588,0.31422,-0.660956,0.324966,0.15562,7609
-1.854409,-0.533141,-0.362756,1.395155,-0.564665,-0.796854,-0.580143,-0.305194,1.157851,0.313895,-0.686393,-0.526582,0.968811,0.166788,-0.146345,-0.898458,-3.362594,0.148557,1.340434,-0.013061,0.622342,-0.329684,0.599164,-1.067215,0.764487,-0.225743,-1.95362,1.354593,-0.457228,-0.945664,-1.443672,2.077024,0.793006,0.41337,0.327364,-0.220466,8558
-1.065737,1.968358,1.346175,0.610033,-1.541371,-0.502429,0.207208,0.559758,-0.722159,-0.442042,-0.632317,0.917537,-0.256092,-1.838164,0.283832,-1.728483,-2.489724,1.544415,0.540967,0.218782,0.530944,-1.087637,-0.859859,-0.270213,-1.805127,-0.307205,-2.017714,0.862009,1.106146,-0.170015,-0.970653,1.38586,0.233398,-0.304955,0.714645,-0.056298,8921
-0.140496,-2.195019,-2.491581,1.985861,1.140402,-4.425362,-0.735925,0.919514,-0.130721,-0.361954,-0.083333,-0.164489,-0.149566,-1.433576,0.190155,-5.624266,-10.420835,-1.628166,1.868375,-1.186542,0.919727,-3.521249,0.690935,-0.355781,-1.017953,-0.412146,3.545377,-3.501018,-1.92183,1.422895,1.938468,-3.977707,0.417475,-0.189691,-0.744197,0.447725,12964
-6.270473,-0.699524,-1.426321,1.073387,1.435837,1.629969,0.145099,-2.549791,-3.358567,0.894755,1.306898,-1.280791,-0.848418,0.701827,0.937976,-0.120644,0.325805,-1.347515,0.408766,-0.29028,-0.553279,0.258527,0.097736,0.2158,0.272987,0.482355,0.340519,-0.033322,0.186703,0.041115,0.243907,-0.069611,-0.012873,-0.398953,1.109426,-0.40884,6479
-4.9908,-2.049736,-1.394264,1.480131,0.294312,0.908783,0.165098,-3.357405,-3.344996,1.099126,1.161567,-1.508518,-0.576576,0.690415,1.062793,-0.064537,0.085348,-0.879654,0.280589,-0.18727,-0.125987,0.312767,0.005744,-0.0475,0.203694,0.386923,0.020366,-0.049987,0.276176,-0.210402,0.253233,-0.083354,0.217467,0.064512,0.145122,-0.057174,6855
-5.063298,-0.626935,-0.744102,1.034842,0.205553,1.245748,0.360299,-3.097661,-3.694604,0.833206,1.337331,-1.209689,-0.709036,0.663352,0.744172,0.101951,0.196784,-1.11858,0.159285,-0.200104,0.026917,0.436388,-0.092802,0.093014,-0.184274,0.435169,0.185657,0.320087,0.057679,0.162362,0.112036,-0.157493,-0.192148,0.0529,0.1739,-0.058064,5399
-4.277649,-1.258022,-1.025504,1.556662,-0.293327,0.849189,0.404536,-3.421435,-3.751412,0.807003,1.26167,-1.401578,-0.74634,0.488683,0.809544,0.0512,0.089011,-0.772304,0.112716,-0.187457,0.102517,0.154675,-0.084992,0.063851,-0.119949,0.179942,0.211201,0.105429,0.1389,-0.08425,0.054083,0.048757,-0.216885,0.206954,-0.092468,0.01127,6529
-4.268689,-1.256911,-1.026544,1.557622,-0.293055,0.847708,0.4042,-3.420447,-3.752762,0.807106,1.262866,-1.402291,-0.747421,0.48858,0.809498,0.050516,0.088947,-0.771594,0.111665,-0.186711,0.102917,0.153689,-0.08612,0.063951,-0.121985,0.180092,0.211384,0.104638,0.138942,-0.085337,0.055366,0.049314,-0.218465,0.205109,-0.091887,0.010577,7129
-3.301912,0.573476,-0.188159,1.898158,-1.497789,1.687477,0.510346,-3.602006,-2.956794,0.602205,0.505348,-2.061789,0.18404,0.862186,0.676787,0.558968,0.112892,-0.162938,0.738368,-0.323746,0.657156,-0.490052,0.214702,0.035639,0.311629,-0.440099,-0.325931,-0.358818,-0.405013,-0.288179,-0.001977,-0.21208,0.394324,-0.162753,-0.210583,0.321594,7295
-3.342818,1.10414,0.611791,1.40065,-1.782737,1.122342,0.786455,-4.001492,-4.000883,0.642406,1.116236,-1.185268,-0.718291,-0.736672,0.904699,0.281973,0.038307,0.938702,-0.440929,0.114062,0.195872,-0.67478,-0.624777,-0.366741,-1.306045,-0.384905,-0.937003,-0.578427,0.12709,0.15604,-0.152849,-0.479998,0.923987,0.119958,0.182447,-0.076907,7295
-2.857029,-0.73071,-1.006848,1.793512,-0.604449,0.555517,0.420397,-3.231933,-3.953726,0.447065,1.186416,-1.381325,-0.818386,0.314698,0.731268,-0.116307,0.20933,-0.811043,0.058779,-0.283618,0.065162,-0.123589,-0.095303,0.45763,-0.109577,0.084649,0.541027,-0.071939,0.269606,0.07283,0.083119,0.256525,-0.364821,0.070464,-0.024975,-0.008633,7895
-2.827347,-0.727029,-1.010291,1.79669,-0.603548,0.55061,0.419284,-3.228659,-3.958196,0.447406,1.190376,-1.383687,-0.821967,0.314355,0.731119,-0.118573,0.209117,-0.808691,0.055299,-0.281148,0.066487,-0.126856,-0.09904,0.45796,-0.116322,0.085147,0.541634,-0.074561,0.269746,0.069228,0.087371,0.258371,-0.370056,0.06435,-0.023053,-0.010929,9095
-2.23814,0.781817,-0.166869,2.074217,-1.53592,1.316803,0.731126,-3.452435,-3.157939,0.165935,0.648362,-2.099928,0.141665,0.71054,0.424102,0.463156,0.156225,-0.092255,0.560512,-0.467868,0.593112,-0.825354,0.249607,0.436263,0.268748,-0.587655,0.072733,-0.623059,-0.555379,-0.048851,-0.068067,0.126061,0.113021,-0.307146,-0.097231,0.232349,8845
-2.528799,0.706521,-0.067241,2.011486,-1.491732,1.407712,0.61256,-3.468053,-3.071912,0.099619,0.681401,-2.147057,0.047159,0.678006,0.496083,0.549771,0.100259,-0.046888,0.542145,-0.512103,0.630203,-0.881695,0.213859,0.333806,0.235235,-0.61978,-0.037069,-0.734146,-0.642911,-0.157946,-0.094499,0.156877,0.149657,-0.231993,-0.05786,0.271576,10295
-1.000314,0.407501,0.285701,1.86362,-1.668968,0.78092,0.355484,-2.220039,-1.16628,-0.016566,0.239562,-1.024562,0.651726,0.305045,-0.232198,0.304355,-0.00124,0.191142,0.200555,-0.397167,0.192444,-0.632522,0.408846,0.082929,0.438348,-0.581226,0.0782,-0.223692,-0.75105,-0.013874,-0.406321,0.369698,0.182102,-0.066815,-0.259247,0.068108,12945
-2.260581,-0.307186,-0.373298,1.437972,-0.48554,0.602249,0.480384,-0.976228,-1.29566,-0.012231,-0.034784,-1.0437,0.252532,0.662746,0.21756,-0.08019,0.188197,0.107417,0.76243,-0.507704,0.381068,-0.225848,0.14458,0.683524,0.384901,-0.287391,-0.01,-0.658715,0.141415,-0.036254,0.187856,0.048286,-0.575863,-0.101201,-0.237429,0.176179,10345
-1.363157,0.538303,0.868618,-0.194866,-0.507803,1.094879,-0.747048,1.004052,0.621629,-1.884434,-1.009828,0.818186,-0.806108,4.43724,1.309225,-0.316081,-0.16373,1.563081,-0.863616,0.346858,0.822158,-1.005993,0.158842,0.114265,0.302635,-0.777874,-1.064237,-0.608106,-0.522432,-0.87225,0.210665,-1.859303,-1.46318,2.625011,2.235891,-1.283145,6785
